"vendor_direct_ref","product_direct_ref","rule_id","type","category","enabled_by_default","prototype_enabled","record_type_direct_ref","tags","name","description"
"","","OUTLIER-S00005","outlier","Execution","True","False","","_mitreAttackTactic:TA0002","Spike in AWS API Call from User","This rule is designed to detect spikes of excessive API call events within AWS performed by a user based on a daily outliers standard deviation using a designated historic baseline. The minimum floor of API Calls expected by default is set to 5. If excessive signaling is observed it is recommended adding expected users that are known to be involved with specific administrative or privileged activity in AWS to the AWS_admin_users match list."
"","","OUTLIER-S00011","outlier","Credential Access","True","False","","_mitreAttackTactic:TA0006","Spike in AWS AccessDenied Events by assumedrole","Assuming a role involves using a set of temporary security credentials that can be used to access AWS resources that a role might not normally have access to."
"","","OUTLIER-S00004","outlier","Discovery","True","False","","_mitreAttackTactic:TA0007, _mitreAttackTechnique:T1046","Spike in Azure Firewall Deny Events from Source IP","This rule is designed to detect spikes of excessive firewall deny events within Azure for the same source IP based on a daily outliers standard deviation using a designated historic baseline. The minimum floor of firewall denies expected by default is set to 30. Customers will need to adjust the Model Sensitivity threshold (standard deviation multiplier) and Minimum Count Value of this rule to align with their environment's normal vs abnormal firewall traffic patterns."
"","","OUTLIER-S00006","outlier","Exfiltration","True","False","","_mitreAttackTactic:TA0010, _mitreAttackTechnique:T1030","Spike in Data Transferred Outbound by User","Observes excessive amount of bytes out proxy traffic from a username based on a daily outlier standard deviation using a designated historic baseline. The minimum sum of bytes out expected by default is set to 600000000."
"","","OUTLIER-S00008","outlier","Credential Access","True","False","","_mitreAttackTactic:TA0006, _mitreAttackTechnique:T1110.001","Spike in Failed Azure Sign In Attempts Due to Bad Password from IP Address","Outlier in Failed Azure Sign In Attempts Due to Bad Password from IP Address due to exceeded standard deviation of what is expected for the IP Address based on a historic baseline. The minimum floor of failures expected by default is set to 2."
"","","OUTLIER-S00003","outlier","Discovery","True","False","","_mitreAttackTactic:TA0007, _mitreAttackTactic:TA0008, _mitreAttackTechnique:T1135","Spike in Failed Share Access by User","When attempting to pivot within an internal AD network, attacks will attempt to discover and traverse the available network shares. This detects excessive failed share access attempts for the same username based on a daily outlier standard deviation using a designated historic baseline. The minimum floor of failures expected by default is set to 10."
"","","OUTLIER-S00009","outlier","Execution","True","False","","_mitreAttackTactic:TA0002, _mitreAttackTechnique:T1059.001","Spike in PowerShell Command Line Length From Host","Observes for PowerShell command lines with excessive length found on a given system based on a daily outlier of standard deviation using a designated historic baseline of what has been previously observed for said system. The minimum PowerShell command line length expected by default is set to 3 characters."
"","","OUTLIER-S00002","outlier","Discovery","True","False","","_mitreAttackTactic:TA0007, _mitreAttackTactic:TA0008, _mitreAttackTechnique:T1135","Spike in Successful Distinct Share Access","When attempting to pivot within an internal AD network, attacks will attempt to discover and traverse the available network shares. This detects successful and unique share access attempts for the same username based on a daily outlier standard deviation using a designated historic baseline. The minimum floor of unique shares expected by default is set to 5."
"","","OUTLIER-S00010","outlier","Command and Control","True","False","","_mitreAttackTactic:TA0011, _mitreAttackTechnique:T1102","Spike in URL Length from IP Address","Observes for an outlier in URL length sourcing from an IP Address based on a daily standard deviation using a designated historic baseline of what has been previously observed for said IP Address. This type of anomaly can linked with web based execution of Command and Control. The minimum URL length expected by default is set to 128 characters."
"","","OUTLIER-S00007","outlier","Privilege Escalation","True","False","","_mitreAttackTactic:TA0004, _mitreAttackTechnique:T1078.002","Spike in Windows Administrative Privileges Granted for User","Observes granting of administrative privileges in Windows environments where the number of systems accessed by a single user exceeds standard deviation of what is expected for the user based on a historic baseline. The minumum floor of unique systems expected by default is set to 1."
"","","MATCH-S00507","templated_match","Privilege Escalation","True","False","","_mitreAttackTactic:TA0004, _mitreAttackTechnique:T1068","Spoolsv Child Process Created","Observes for Spoolsv launching unexpected child processes. This may be related to behavior in CVE-2018-8440"
"","","MATCH-S00783","templated_match","Initial Access","True","False","","_mitreAttackTactic:TA0001, _mitreAttackTechnique:T1190","Spring4Shell Exploitation - URL","Detects indicators found from SpringCore exploitation attempts."
"Microsoft","Azure","CHAIN-S00008","chain","Credential Access","True","False","Authentication","_mitreAttackTactic:TA0006, _mitreAttackTechnique:T1110, _mitreAttackTactic:TA0008, _mitreAttackTactic:TA0001, _mitreAttackTechnique:T1078, _mitreAttackTechnique:T1110.001, _mitreAttackTechnique:T1110.002, _mitreAttackTechnique:T1586","Successful Brute Force","Detects a series of failed logins followed by a successful login. This could indicate that an attacker was successful in guessing a user's password and has compromised their account. This rule does not leverage authentication logs with a normalizedAction of domainLogon and does not have a Domain version, meaning that Windows workstation logging is required to achieve full visibility."
"","","MATCH-S00196","templated_match","Lateral Movement","True","False","Authentication","_mitreAttackTactic:TA0005, _mitreAttackTactic:TA0008, _mitreAttackTechnique:T1550, _mitreAttackTechnique:T1550.002","Successful Overpass the Hash Attempt","Identifies a suspicious windows logon of type 9 (NewCredentials).  This signal is suspicious due to its similarity to the behavior observed when using Mimikatz's sekurlsa::pth tool."
"Sumo Logic","","MATCH-S00090","templated_match","Unknown/Other","True","False","","","Sumo Logic Scheduled Searches","This rule passes through Sumo Logic CIP scheduled search hits to CSE as signals."
"","","MATCH-S00470","templated_match","Initial Access","True","False","","_mitreAttackTactic:TA0001, _mitreAttackTechnique:T1195, _mitreAttackTechnique:T1195.001, _mitreAttackTechnique:T1195.002","Sunburst Suspicious File Writes","From FireEye Sunburst Countermeasures:
This rule identifies writes of specific file types associated with activity related to the SUNBURST backdoored version of the SolarWinds.Orion.Core.BusinessLayer.dll process. This rule may generate false positives depending on the configuration of SolarWinds in a given environment, and may require tuning to exclude legitimate activity. SUNBURST is a backdoor that has the ability to spawn and kill processes, write and delete files, set and create registry keys, gather system information, and disable a set of forensic analysis tools and services."
"","","MATCH-S00337","templated_match","Execution","True","False","","_mitreAttackTactic:TA0002, _mitreAttackTactic:TA0004, _mitreAttackTactic:TA0005, _mitreAttackTechnique:T1055, _mitreAttackTechnique:T1055.001, _mitreAttackTechnique:T1055.002, _mitreAttackTechnique:T1055.003, _mitreAttackTechnique:T1055.004, _mitreAttackTechnique:T1055.009, _mitreAttackTechnique:T1055.012, _mitreAttackTechnique:T1055.013, _mitreAttackTechnique:T1569.002, _mitreAttackTechnique:T1569","Suspect Svchost Activity","It is extremely abnormal for svchost.exe to spawn without any CLI arguments and is normally observed when a malicious process spawns the process and injects code into the process memory space."
"","","MATCH-S00841","templated_match","Credential Access","True","True","","_mitreAttackTactic:TA0006, _mitreAttackTechnique:T1552, _mitreAttackTechnique:T1552.001","Suspicious AWS CLI Keys Access on Linux Host","Linux endpoints are often used to manage cloud resources. As a result, various keys and secrets material can often be found on file systems. Threat actors may attempt to download or view such credential material in order to access cloud resources."
"","","AGGREGATION-S00003","aggregation","Discovery","True","False","","_mitreAttackTactic:TA0007, _mitreAttackTechnique:T1526","Suspicious AWS Lambda Enumeration","Threat actors will attempt to enumerate various system settings in order to explore privilege escalation avenues or to locate potentially sensitive data."
"","","MATCH-S00899","templated_match","Credential Access","True","False","","_mitreAttackTactic:TA0006, _mitreAttackTechnique:T1649","Suspicious Active Directory Certificate Modification","This alert looks for an Active Directory certificate being modified with the ""Any Purpose"" OID. Threat actors may abuse this misconfiguration to forge certificates and Kerberos Ticket Granting Tickets (TGT). Specifically, this misconfiguration can exploit the ""ESC2"" attack path via https://posts.specterops.io/certified-pre-owned-d95910965cd2. If this event is deemed suspicious, look for authentication events (4624) that utilize this certificate template. Also ensure that this change was expected and approved within the environment."
"","","MATCH-S00902","templated_match","Credential Access","True","False","","_mitreAttackTactic:TA0006, _mitreAttackTechnique:T1649","Suspicious Active Directory Certificate Modification - Enrollment Agent","This alert looks for an Active Directory certificate being modified with an Enrollment Agent value that allows an Active Directory principal to enroll a certificate on behalf of another user. Threat actors may abuse this misconfiguration to forge certificates and Kerberos Ticket Granting Tickets (TGT). Specifically, this misconfiguration can exploit the ""ESC3"" attack path via https://posts.specterops.io/certified-pre-owned-d95910965cd2. If this event is deemed suspicious, look for authentication events (4624) that utilize this certificate template. Also ensure that this change was expected and approved within the environment."
"Microsoft","","MATCH-S00817","templated_match","Initial Access","True","False","","_mitreAttackTactic:TA0001, _mitreAttackTactic:TA0007, _mitreAttackTechnique:T1526, _mitreAttackTechnique:T1098","Suspicious Azure Active Directory Device Code Authentication","Successful Device Code authentication flows result in the issuance of an Azure Primary Refresh Token which can be used to access, enumerate or - if the relevant permissions exist - to modify Azure resources."
"","Laurel Linux Audit","MATCH-S00842","templated_match","Credential Access","True","False","","_mitreAttackTactic:TA0006, _mitreAttackTechnique:T1552, _mitreAttackTechnique:T1552.001","Suspicious Azure CLI Keys Access on Linux Host","Linux endpoints are often used to manage cloud resources. As a result, various keys and secrets material can often be found on file systems. Threat actors may attempt to download or view such credential material in order to access cloud resources."
"","","MATCH-S00359","templated_match","Defense Evasion","True","False","","_mitreAttackTactic:TA0005, _mitreAttackTechnique:T1140","Suspicious Certutil Command","Detects a suspicious Microsoft certutil execution with sub commands like 'decode' sub command, which is sometimes used to decode malicious code with the built-in certutil utility."
"","","MATCH-S00356","templated_match","Exfiltration","True","False","","_mitreAttackTactic:TA0010, _mitreAttackTechnique:T1020, _mitreAttackTechnique:T1020.001","Suspicious Compression Tool Parameters","Detects suspicious command line arguments of common data compression tools."
"","","MATCH-S00362","templated_match","Exfiltration","True","False","","_mitreAttackTactic:TA0010, _mitreAttackTechnique:T1567, _mitreAttackTechnique:T1567.001, _mitreAttackTechnique:T1567.002","Suspicious Curl File Upload","Detects a suspicious curl process start the adds a file to a web request."
"Microsoft","Windows","LEGACY-S00105","match","Lateral Movement","True","False","","_mitreAttackTactic:TA0001, _mitreAttackTactic:TA0003, _mitreAttackTactic:TA0004, _mitreAttackTactic:TA0005, _mitreAttackTactic:TA0008, _mitreAttackTechnique:T1021, _mitreAttackTechnique:T1021.001, _mitreAttackTechnique:T1021.006, _mitreAttackTechnique:T1078, _mitreAttackTechnique:T1078.001, _mitreAttackTechnique:T1078.002, _mitreAttackTechnique:T1078.003","Suspicious DC Logon","Shows RemoteInteractive logons, such as RDP sessions, to domain controllers. Requires customer to setup the domain_controller_hostnames match list"
"","","MATCH-S00499","templated_match","Initial Access","True","False","Email","_mitreAttackTactic:TA0001, _mitreAttackTactic:TA0009, _mitreAttackTactic:TA0043, _mitreAttackTechnique:T1566, _mitreAttackTechnique:T1566.001, _mitreAttackTechnique:T1566.002, _mitreAttackTechnique:T1598, _mitreAttackTechnique:T1598.002, _mitreAttackTechnique:T1598.003","Suspicious Email Attachment Extension","Observes for e-mail attachments with file extensions commonly used by attackers or associated with malware."
"","Bro","LEGACY-S00106","match","Initial Access","True","False","","_mitreAttackTactic:TA0001, _mitreAttackTactic:TA0009, _mitreAttackTactic:TA0043, _mitreAttackTechnique:T1566, _mitreAttackTechnique:T1566.001, _mitreAttackTechnique:T1566.002, _mitreAttackTechnique:T1598, _mitreAttackTechnique:T1598.002, _mitreAttackTechnique:T1598.003","Suspicious Email Origin","The email has originated from a suspicious location"
"","","MATCH-S00476","templated_match","Defense Evasion","True","False","","_mitreAttackTactic:TA0005, _mitreAttackTechnique:T1036, _mitreAttackTechnique:T1036.005","Suspicious Execution of Search Indexer","From FireEye Red Team Tool Countermeasures: This IOC detects suspicious execution of searchindexer. This technique is known to be used by Cobaltstrike which inject malicious code into a newly spawned searchindexer process to evade detection."
"Microsoft","Windows","MATCH-S00293","templated_match","Exfiltration","True","False","","_mitreAttackTactic:TA0009, _mitreAttackTactic:TA0010, _mitreAttackTactic:TA0011, _mitreAttackTechnique:T1025, _mitreAttackTechnique:T1052, _mitreAttackTechnique:T1052.001, _mitreAttackTechnique:T1092","Suspicious External Device Installation","Detects removable media attached to a device that was previously denied by policy. External media can be used to exfiltrate sensitive data and is also a common source of infections, so some organizations block their use. Attempts to use these devices could indicate the intent for malicious activity."
"","Laurel Linux Audit","MATCH-S00843","templated_match","Credential Access","True","False","","_mitreAttackTactic:TA0006, _mitreAttackTechnique:T1552, _mitreAttackTechnique:T1552.001","Suspicious GCP CLI Keys Access on Linux Host","Linux endpoints are often used to manage cloud resources. As a result, various keys and secrets material can often be found on file systems. Threat actors may attempt to download or view such credential material in order to access cloud resources."
"","","LEGACY-S00182","match","Execution","True","False","","_mitreAttackTactic:TA0002, _mitreAttackTactic:TA0004, _mitreAttackTactic:TA0005, _mitreAttackTactic:TA0007, _mitreAttackTactic:TA0011, _mitreAttackTechnique:T1059, _mitreAttackTechnique:T1059.003, _mitreAttackTechnique:T1059.001, _mitreAttackTechnique:T1083, _mitreAttackTechnique:T1132, _mitreAttackTechnique:T1548, _mitreAttackTactic:TA0009, _mitreAttackTechnique:T1213, _mitreAttackTechnique:T1213.001","Suspicious HTTP User-Agent","Common administrative tools may be used by malware authors and attackers who use live-off-the-land methods to operate on victim networks."
"","","AGGREGATION-S00004","aggregation","Unknown/Other","True","True","","","Suspicious K8s Enumeration","Threat actors will attempt to enumerate various system settings in order to explore privilege escalation avenues or to locate potentially sensitive data."
"Amazon AWS","CloudTrail","MATCH-S00840","templated_match","Privilege Escalation","True","False","","_mitreAttackTactic:TA0004, _mitreAttackTechnique:T1648","Suspicious Lambda Function - IAM Policy Attached","A Lambda function has been used to assign an IAM role to a user, this may be potentially malicious or unexpected activity, particularly if Lambda is not used to assign IAM roles in the environment."
"","","CHAIN-S00015","chain","Execution","True","True","","_mitreAttackTactic:TA0002, _mitreAttackTactic:TA0001","Suspicious Linux Execution Chain","This alert looks for a number of search expressions that result in a suspicious Linux execution chain. Specifically, a file that is created in a users' home directory or in /tmp, followed by a chmod and file execution, as well as the process making a network connection."
"","","MATCH-S00464","templated_match","Defense Evasion","True","False","","_mitreAttackTactic:TA0005, _mitreAttackTechnique:T1218, _mitreAttackTechnique:T1218.007","Suspicious Non-Standard InstallUtil Execution","From FireEye Red Team Tool Countermeasures:
This alert looks for evidence of the native signed Windows binary InstallUtil.exe being used to load PE files. This technique can be used to bypass application whitelisting and has been observed used in the wild."
"","","MATCH-S00917","templated_match","Discovery","True","False","","_mitreAttackTactic:TA0007, _mitreAttackTechnique:T1010","Suspicious PowerShell Application Window Discovery COM method ","This PowerShell COM method allows for discovery of running application windows, along with the process path and window location coordinates.  Investigation of the host is recommended to identify the behavior leading to and around the execution of this PowerShell process."
"","","MATCH-S00191","templated_match","Execution","True","False","","_mitreAttackTactic:TA0002, _mitreAttackTactic:TA0006, _mitreAttackTechnique:T1003, _mitreAttackTechnique:T1003.005, _mitreAttackTechnique:T1059, _mitreAttackTechnique:T1059.003, _mitreAttackTechnique:T1059.001, _mitreAttackTechnique:T1134, _mitreAttackTechnique:T1134.001, _mitreAttackTechnique:T1134.002, _mitreAttackTechnique:T1134.003","Suspicious PowerShell Keywords","Detects keywords that could indicate the use of a PowerShell exploitation framework."
"","","MATCH-S00920","templated_match","Discovery","True","False","","_mitreAttackTactic:TA0007, _mitreAttackTechnique:T1010","Suspicious PowerShell Window Discovery Cmdlet execution","Detects the use of PowerShell for Applicaiton Window Discovery to identify open application windows to gather information on running programs, collect potential data, and discover security tooling. Investigation into the host and user to identify the process executing the PowerShell function. Reference: https://www.ired.team/offensive-security/enumeration-and-discovery/t1010-application-window-discovery"
"Microsoft","Windows","MATCH-S00135","templated_match","Persistence","True","False","","_mitreAttackTactic:TA0003, _mitreAttackTactic:TA0004, _mitreAttackTactic:TA0005, _mitreAttackTechnique:T1112, _mitreAttackTechnique:T1547, _mitreAttackTechnique:T1547.001","Suspicious Registry Key Modification","This rule detects modifications to registry keys commonly targeted to achieve persistence."
"","","MATCH-S00164","templated_match","Persistence","True","False","","_mitreAttackTactic:TA0003, _mitreAttackTechnique:T1505, _mitreAttackTechnique:T1505.003","Suspicious Shells Spawned by Web Servers","Web servers that spawn shell processes could be the result of a successfully placed web shell or an other attack"
"","","MATCH-S00500","templated_match","Initial Access","True","False","","_mitreAttackTactic:TA0001, _mitreAttackTactic:TA0009, _mitreAttackTactic:TA0043, _mitreAttackTechnique:T1566, _mitreAttackTechnique:T1566.001, _mitreAttackTechnique:T1566.002, _mitreAttackTechnique:T1598, _mitreAttackTechnique:T1598.002, _mitreAttackTechnique:T1598.003","Suspicious Shortcut File Launching Process","Observes for a shortcut (lnk) executing a process from directories common in various phishing tools."
"","","AGGREGATION-S00005","aggregation","Discovery","True","False","","_mitreAttackTactic:TA0043, _mitreAttackTechnique:T1589, _mitreAttackTechnique:T1592, _mitreAttackTechnique:T1590.005, _mitreAttackTechnique:T1590.002, _mitreAttackTechnique:T1590.001","Suspicious System Enumeration Occurring in Quick Succession","Threat actors will attempt to enuerate various system settings in order to explore privilige escalation avenues or to locate potentially sensitive data."
"Microsoft","Windows","MATCH-S00350","templated_match","Command and Control","True","False","","_mitreAttackTactic:TA0011, _mitreAttackTechnique:T1571","Suspicious Typical Malware Back Connect Ports","Detects programs that connect to typical malware back connect ports based on statistical analysis from two different sandbox system databases."
"","","MATCH-S00431","templated_match","Credential Access","True","False","","_mitreAttackTactic:TA0006, _mitreAttackTechnique:T1003, _mitreAttackTechnique:T1003.001","Suspicious Use of Procdump","Detects suspicious uses of the SysInternals Procdump utility by using a special command line parameter in combination with the lsass.exe process. This way we're also able to catch cases in which the attacker has renamed the procdump executable."
"","","MATCH-S00477","templated_match","Execution","True","False","","_mitreAttackTactic:TA0002, _mitreAttackTactic:TA0005, _mitreAttackTechnique:T1059, _mitreAttackTechnique:T1059.003, _mitreAttackTechnique:T1127, _mitreAttackTechnique:T1127.001","Suspicious Use of Workflow Compiler for Payload Execution","From FireEye Red Team Tool Countermeasures: This IOC detects indicators associated with suspicious execution of Microsoft WorkFlow Compiler. This is known to be used by Cobaltstrike for lateral movement with specially crafted XLM and OXLM files."
"Microsoft","Windows","MATCH-S00158","templated_match","Persistence","True","False","","_mitreAttackTactic:TA0003, _mitreAttackTechnique:T1136, _mitreAttackTechnique:T1136.001, _mitreAttackTechnique:T1136.002","Suspicious Windows ANONYMOUS LOGON Account Created","Detects the creation of suspicious accounts similar to ANONYMOUS LOGON.  These accounts could be created as a covering detection vs network type 3 logons for shared resources, such as folders or printers."
"Microsoft","Windows","MATCH-S00551","templated_match","Collection","True","False","","_mitreAttackTactic:TA0009, _mitreAttackTechnique:T1074, _mitreAttackTechnique:T1074.001","Suspicious Writes To System Volume Information","This rule detects writes to the 'System Volume Information' folder by something other than the System process."
"Microsoft","Windows","MATCH-S00550","templated_match","Collection","True","False","","_mitreAttackTactic:TA0002, _mitreAttackTactic:TA0009, _mitreAttackTechnique:T1059, _mitreAttackTechnique:T1059.003, _mitreAttackTechnique:T1074, _mitreAttackTechnique:T1074.001","Suspicious Writes To Windows Recycle Bin","This rule detects writes to the recycle bin by a process other than explorer.exe."
"","","MATCH-S00918","templated_match","Discovery","True","False","","_mitreAttackTactic:TA0007, _mitreAttackTechnique:T1201","Suspicious cat of PAM common-password policy","The Pluggable Authentication Module (PAM) in Linux allows system administrators to choose how applications authenticate users. The common-password file defines behavior of password use in Linux subsystems. This detection looks for use of cat to display the contents of the common-password file, which should not be a common occurrence on systems. It is recommended to investigate the host upon which this detection occurs to understand the exposure of the password policies for the system."
"","","MATCH-S00886","templated_match","Defense Evasion","True","False","","_mitreAttackTactic:TA0005, _mitreAttackTechnique:T1222.002","Suspicious chmod Execution","This alert looks for a ""chmod"" execution on a file that is found on the /tmp directory of a Linux or macOS host. Threat actors may download and copy files to this directory and add execution bits or change permissions on these files."
"","","MATCH-S00342","templated_match","Execution","True","False","","_mitreAttackTactic:TA0005, _mitreAttackTechnique:T1217","Suspicious use of Dev-Tools-Launcher","DevToolsLauncher.exe has a switch 'LaunchForDeploy' that takes the location of another binary to launch.  Attackers have abused this ability to launch their own non-trusted code."
"Microsoft","Windows","MATCH-S00699","templated_match","Impact","True","False","","_mitreAttackTactic:TA0040, _mitreAttackTechnique:T1561, _mitreAttackTechnique:T1561.001, _mitreAttackTechnique:T1561.002","Sysmon - RawAccessRead Event","The RawAccessRead event detects when a process conducts reading operations from the drive using the \\.\ denotation. This technique is often used by malware for data exfiltration of files that are locked for reading, as well as to avoid file access auditing tools. The event indicates the source process and target device."
"","","MATCH-S00279","templated_match","Command and Control","True","False","","_mitreAttackTactic:TA0004, _mitreAttackTactic:TA0005, _mitreAttackTactic:TA0011, _mitreAttackTechnique:T1055, _mitreAttackTechnique:T1055.001, _mitreAttackTechnique:T1129","TAIDOOR RAT DLL Load","Looks for process creation with command line references that are consistent with the Chinese TAIDOOR remote access trojan (RAT)"
"","","MATCH-S00595","templated_match","Unknown/Other","True","False","","_mitreAttackTactic:TA0005, _mitreAttackTactic:TA0002, _mitreAttackTactic:TA0011, _mitreAttackTechnique:T1071, _mitreAttackTechnique:T1071.001, _mitreAttackTechnique:T1106, _mitreAttackTechnique:T1102, _mitreAttackTechnique:T1102.002","Telegram API Access","Detects suspicious requests to Telegram API without the usual Telegram User-Agent"
"","","LEGACY-S00107","match","Threat Intelligence","True","False","","","Threat Intel Match - IP Address","A record flagged an IP address from a threat intelligence match list"
"","","MATCH-S00555","templated_match","Threat Intelligence","True","False","Authentication","","Threat Intel - Inbound Traffic Context","This rule detects allowed inbound traffic from an IP address associated with a known malicious campaign as designated by threat intelligence."
"","","LEGACY-S00108","match","Threat Intelligence","True","False","","","Threat Intel - Matched File Hash","A record flagged a file hash from a threat intelligence match list"
"","","LEGACY-S00109","match","Threat Intelligence","True","False","","","Threat Intel - Matched Domain Name","A record flagged a hostname or domain from a threat intelligence match list"
"","","LEGACY-S00110","match","Threat Intelligence","True","False","","","Threat Intel - Device IP Matched Threat Intel Domain Name","A record flagged a hostname or domain from a threat intelligence match list"
"","","LEGACY-S00111","match","Threat Intelligence","True","False","","","Threat Intel - Device IP Matched Threat Intel URL","A record flagged a URL from a threat intelligence match list"
"","","MATCH-S00815","templated_match","Unknown/Other","True","False","Authentication","","Threat Intel - Successful Authentication from Threat IP","This rule detects successful authentications from an IP address associated with a known malicious campaign as designated by threat intelligence."
"Microsoft","Windows","THRESHOLD-S00075","threshold","Credential Access","True","False","","_mitreAttackTactic:TA0006, _mitreAttackTechnique:T1558, _mitreAttackTechnique:T1558.003","Too Many Kerberos Encryption Downgrade SPNs (Kerberoasting)","Kerberoasting is an attack method that allows an attacker to crack the passwords of service accounts in Active Directory offline and without fear of detection. This is facilitated by requesting service tickets that have data encrypted with weak encryption types (typically RC4). This technique is described in https://attack.mitre.org/techniques/T1208/."
"","","THRESHOLD-S00036","threshold","Command and Control","True","False","","_mitreAttackTactic:TA0011, _mitreAttackTechnique:T1572, _mitreAttackTechnique:T1071.004, _mitreAttackTechnique:T1071","Too many empty/refused DNS queries","The DNS request/response was empty or refused. This may be an indication of DNS tunneling. (Excludes IPv4/IPv6 multicast DNS and LLMNR traffic)."
"","","MATCH-S00561","templated_match","Unknown/Other","True","False","","_mitreAttackTactic:TA0011, _mitreAttackTechnique:T1071, _mitreAttackTechnique:T1071.001","Traffic From Embargoed Countries","Observes for traffic originating from an embargoed country. As embargoes vary from country to country, a match list must be populated with embargoed countries."
"","","MATCH-S00562","templated_match","Unknown/Other","True","False","","_mitreAttackTactic:TA0011, _mitreAttackTechnique:T1071, _mitreAttackTechnique:T1071.001","Traffic To Embargoed Countries","Observes for traffic destined to an embargoed country. As embargoes vary from country to country, a match list must be populated with embargoed countries."
"","","MATCH-S00559","templated_match","Unknown/Other","True","False","","_mitreAttackTactic:TA0011, _mitreAttackTechnique:T1071, _mitreAttackTechnique:T1071.001","Traffic to Honeypot IP","This rule monitors for traffic being sent to a honeypot, indicating an attacker may be on the network attempting to move laterally. Requires configuration of the honeypot_ip_addresses list in order to function."
"","","MATCH-S00563","templated_match","Unknown/Other","True","False","","_mitreAttackTactic:TA0011, _mitreAttackTechnique:T1090, _mitreAttackTechnique:T1090.002, _mitreAttackTechnique:T1090.003","Traffic to Proxy Anonymizers","Observes for outbound traffic to a proxy anonymizer. This rule requires a list populated with IP addresses of known proxy anonymizers."
"","","MATCH-S00588","templated_match","Unknown/Other","True","False","","_mitreAttackTactic:TA0007, _mitreAttackTechnique:T1482","Trickbot Malware Recon Activity","Trickbot enumerates domain/network topology and executes certain commands automatically every few minutes. This detection attempts to identify that activity based off of commands rarely observed in an enterprise network."
"","","MATCH-S00925","templated_match","Credential Access","True","False","","_mitreAttackTactic:TA0006, _mitreAttackTechnique:T1552","Trufflehog AWS Credential Verification Detected","Trufflehog is a tool that can be utilized to find and verify secrets. When Trufflehog locates AWS credentials, it attempts to validate them using the GetCallerIdentity API call. This signal looks for the default Trufflehog User Agent within CloudTrail telemetry, combined with the GetCallerIdentity API call. Within this telemetry, the user_username field will contain the value of the username associated with the secret or credential that Trufflehog is attempting to verify. Look at the events surrounding the source IP address of this event. Look for any potential areas that may have contained keys or secrets for the user_username value."
"","","MATCH-S00577","templated_match","Unknown/Other","True","False","","_mitreAttackTactic:TA0002, _mitreAttackTechnique:T1059, _mitreAttackTechnique:T1059.003","Turla Group Commands","Observes for command lines associated with Turla group"
"Microsoft","Windows","MATCH-S00313","templated_match","Exfiltration","False","False","","_mitreAttackTactic:TA0009, _mitreAttackTactic:TA0010, _mitreAttackTactic:TA0011, _mitreAttackTechnique:T1025, _mitreAttackTechnique:T1052, _mitreAttackTechnique:T1052.001, _mitreAttackTechnique:T1092","Unauthorized External Device Installation","Detects a removable media device attached to a host. External media can be used to exfiltrate sensitive data and is also a common source of infections, so some organizations block their use. Attempts to use these devices could indicate the intent for malicious activity. Customer should populate a list of devices that should not have external media installed on them."
"","","MATCH-S00531","templated_match","Defense Evasion","True","False","","_mitreAttackTactic:TA0005, _mitreAttackTechnique:T1562, _mitreAttackTechnique:T1562.001, _mitreAttackTechnique:T1562.002, _mitreAttackTechnique:T1562.003, _mitreAttackTechnique:T1562.006","Unload Sysmon Filter Driver","Attackers often disable security tools to avoid detection. This rule looks for the usage of process fltMC.exe to unload a Sysmon Driver that will stop sysmon from collecting the data."
"","Docker","MATCH-S00656","templated_match","Defense Evasion","False","False","","_mitreAttackTactic:TA0005, _mitreAttackTechnique:T1525","Unrecognized Container Image","Monitors for unrecognized container images that may indicate an attempt to bypass security controls on existing images or escalate privileges. This rule is disabled by default to allow for proper configuration of the match lists used to determine recognized images."
"","","MATCH-S00757","templated_match","Persistence","True","False","","_mitreAttackTactic:TA0003, _mitreAttackTechnique:T1137, _mitreAttackTechnique:T1137.005","Unsafe Outlook Rule Creation Enabled","Detects a registry modification that enables the creation of Outlook mail rules that can run scripts. This functionality is disabled by default. The addition of the EnableUnsafeClientMailRules registry entry is highly suspicious. This feature can be used by an adversary to establish persistence."
"Microsoft","Windows","MATCH-S00344","templated_match","Credential Access","True","False","","_mitreAttackTactic:TA0006, _mitreAttackTactic:TA0003, _mitreAttackTechnique:T1003, _mitreAttackTechnique:T1003.001, _mitreAttackTechnique:T1547.008","Unsigned Image Loaded by LSASS","Detects an unsigned image being loaded by LSASS as this may indicate attempted credential access. This rule may also detect persistence activity via LSASS driver loads.

Note that this rule requires Microsoft SysInternals Sysmon installed with Image Loaded (Event Id 7) logging enabled."
"","","MATCH-S00762","templated_match","Collection","True","False","","_mitreAttackTactic:TA0009, _mitreAttackTechnique:T1074, _mitreAttackTechnique:T1074.001","Unusual Staging Directory - PolicyDefinitions","Detects executable file extension written to the PolicyDefinitions directory. This activity has been associated with destructive malware"
"","","MATCH-S00567","templated_match","Unknown/Other","True","False","","_mitreAttackTactic:TA0003, _mitreAttackTactic:TA0004, _mitreAttackTactic:TA0005, _mitreAttackTechnique:T1112, _mitreAttackTechnique:T1547, _mitreAttackTechnique:T1547.001","Ursnif Malware Registry Key","Observes for the creation of a registry key associated with Ursnif malware"
